Price,Title,Condition,Kilometers,Year:,Drivetrain:,Make:,Transmission:,Model:,Fuel Type:,Colour:,Body Type:
"$14,889.00 ", 2009 Mercedes-Benz C-Class 2.5L,Used,"111,058",2009,All-wheel drive (AWD),Mercedes-Benz,Automatic,C-Class,Gasoline,Silver,Sedan
"$82,389.00MSRP: $89,389.00",2023 Ford F-150 LARIAT,New,0,2023,Other,Ford,Automatic,F-150,Gasoline,Red,Pickup Truck
"$67,314.00 ",2022 Chrysler Pacifica Limited Uconnect Theater Family Group...,Used,"19,395",2022,All-wheel drive (AWD),Chrysler,Automatic,Pacifica,Gasoline,White,Other
"$66,270.00MSRP: $73,340.00",2023 Ford Mustang Mach-E Premium AWD,New,0,2023,All-wheel drive (AWD),Ford,,Other,Hybrid-Electric,White,"SUV, Crossover"
"$2,495.00 ", 1999 Honda CR-V *4X4*GREAT SHAPE*RELIABLE*ONLY 187KMS*AS IS,Used,"187,091",1999,4 x 4,Honda,Automatic,CR-V,Gasoline,Grey,Other
0,2016 Nissan Maxima,Used,"90,590",2016,Front-wheel drive (FWD),Nissan,Automatic,Maxima,Other,Grey,Sedan
"$9,995.00 ",2014 Kia Forte 5-Door,Used,"197,208",2014,Front-wheel drive (FWD),Kia,Automatic,Other,Other,Black,Hatchback
"$77,155.00MSRP: $88,405.00",2023 Ford F-150 Lariat,New,0,2023,4 x 4,Ford,Automatic,F-150,Gasoline,Red,Pickup Truck
0,2020 Tesla Model 3,Used,"64,462",2020,Rear-wheel drive (RWD),Tesla,Automatic,Model 3,Other,White,Sedan
"$23,795.00 ",2015 Land Rover Range Rover Evoque,Used,"121,106",2015,All-wheel drive (AWD),Land Rover,Automatic,Range Rover Evoque,Other,White,"SUV, Crossover"
"$25,395.00 ",2022 Nissan Kicks,Used,"25,950",2022,Front-wheel drive (FWD),Nissan,Automatic,Other,Other,Grey,Hatchback
"$15,795.00 ",2014 Ford Escape,Used,"153,575",2014,All-wheel drive (AWD),Ford,Automatic,Escape,Other,Black,"SUV, Crossover"
"$60,925.00 ", 2022 Jeep Grand Cherokee WK Altitude,Used,12,2022,4 x 4,Jeep,,Grand Cherokee,Gasoline,White,"SUV, Crossover"
"$110,975.00 ", 2022 Jeep Grand Wagoneer Series I,Used,"18,113",2022,4 x 4,Jeep,,Grand Wagoneer,Gasoline,Black,"SUV, Crossover"
"$99,432.00 ", 2022 Ram 1500 Limited,Used,"19,136",2022,4 x 4,Ram,,1500,Gasoline,White,Pickup Truck
"$97,775.00 ", 2022 Jeep Wagoneer Series III,Used,"19,460",2022,4 x 4,Jeep,,Wagoneer,Gasoline,White,"SUV, Crossover"
"$65,693.00 ", 2022 Ram 1500 Classic Warlock,Used,"12,802",2022,4 x 4,Ram,,1500,Gasoline,Blue,Pickup Truck
"$25,795.00 ",2015 Land Rover Range Rover Evoque,Used,"147,784",2015,All-wheel drive (AWD),Land Rover,Automatic,Range Rover Evoque,Other,White,"SUV, Crossover"
"$104,003.00MSRP: $104,003.00",2024 GMC Sierra 1500 Denali,New,0,2024,4 x 4,GMC,Automatic,Sierra 1500,Gasoline,Black,Pickup Truck
"$13,490.00 ", 2015 Volkswagen Golf 5 speed -Bluetooth - Heated Seats - Alloys,Used,"131,027",2015,Front-wheel drive (FWD),Volkswagen,Manual,Golf,Gasoline,White,Sedan
"$7,990.00 ", 2013 Dodge Avenger SXT - Bluetooth - Sunroof - Heated Seats - U,Used,"217,566",2013,Front-wheel drive (FWD),Dodge,Automatic,Avenger,Gasoline,White,Sedan
"$82,311.95MSRP: $82,311.95", 2024 GMC Sierra 1500 ELEVATION,New,0,2024,Other,GMC,Automatic,Sierra 1500,Diesel,Black,Pickup Truck
"$25,888.00 ",2016 Land Rover Discovery Sport,Used,"118,504",2016,4 x 4,Land Rover,Automatic,Other,Other,Blue,Other
"$11,895.00 ",2009 Toyota Camry,Used,"187,174",2009,Front-wheel drive (FWD),Toyota,Automatic,Camry,Other,Green,Sedan
"$26,995.00 ", 2020 Nissan Qashqai SV | REMOTE START | SUNROOF | REAR CAM | BS,Used,"28,089",2020,Front-wheel drive (FWD),Nissan,Automatic,Qashqai,Gasoline,White,"SUV, Crossover"
"$23,450.00 ", 2019 Kia Sportage EX | AWD | Leather | Heated Steering | CarPla,Used,"96,000",2019,All-wheel drive (AWD),Kia,Automatic,Sportage,Gasoline,White,"SUV, Crossover"
Please Contact, 2014 Dodge Avenger SE,Used,0,2014,Other,Dodge,Automatic,Avenger,Gasoline,Red,Sedan
0, 2005 Lexus SC 430 CONVERTIBLE! LOW KMS! CLEAN CARFAX!!,Used,"72,471",2005,Rear-wheel drive (RWD),Lexus,Automatic,Other,Gasoline,Black,Convertible
"$31,888.00 ", 2022 Ford Escape SE | NO ACCIDENTS,Used,"36,741",2022,All-wheel drive (AWD),Ford,Automatic,Escape,Gasoline,White,"SUV, Crossover"
"$27,995.00 ", 1991 Toyota MR2 SPORT ROOF*TURBO*ALL ORIGINAL*150KMS*NO ACCIDEN,Used,"150,103",1991,Rear-wheel drive (RWD),Toyota,Manual,MR2,Gasoline,Red,Coupe (2 door)
"$27,900.00 ", 2021 Toyota Camry SE Auto,Used,"81,200",2021,Front-wheel drive (FWD),Toyota,Automatic,Camry,Gasoline,Black,Sedan
"$36,598.00 ",2022 Mazda Mazda 3 Sport GT,Used,"32,150",2022,All-wheel drive (AWD),Mazda,,Mazda3 Sport,Other,Other,Hatchback
"$30,998.00 ",2023 Hyundai Elantra SEL,Used,48,2023,Front-wheel drive (FWD),Hyundai,,Elantra,Other,Other,Sedan
"$28,598.00 ",2022 Toyota Corolla LE,Used,"30,001",2022,Other,Toyota,,Corolla,Other,Other,Other
Please Contact, 2014 Jeep Grand Cherokee Overland,Used,"163,957",2014,4 x 4,Jeep,Automatic,Grand Cherokee,Gasoline,White,"SUV, Crossover"
"$36,495.00 ",2015 Infiniti QX80,Used,"77,876",2015,All-wheel drive (AWD),Infiniti,Automatic,QX80,Other,Black,"SUV, Crossover"
"$14,795.00 ", 2015 Kia Sportage Express I Heated Seats I A/C,Used,"155,803",2015,All-wheel drive (AWD),Kia,Automatic,Sportage,Gasoline,Blue,"SUV, Crossover"
"$26,995.00 ",2021 Chevrolet Malibu RS,Used,"27,935",2021,Front-wheel drive (FWD),Chevrolet,Automatic,Malibu,Gasoline,Black,Sedan
"$61,995.00 ",2017 Ford F-350 4x4 - Crew Cab DRW XLT - 176 WB,Used,"127,659",2017,4 x 4,Ford,Automatic,F-350,Other,White,Pickup Truck
Please Contact, 2001 Nissan Sentra GXE,Used,"192,958",2001,Front-wheel drive (FWD),Nissan,Automatic,Sentra,Other,Grey,Sedan
"$24,788.00 ","2018 Ford Fusion Energi Titanium Hybrid, Leather",Used,"46,219",2018,Front-wheel drive (FWD),Ford,Automatic,Fusion,Hybrid-Electric,Blue,Sedan
"$28,998.00 ","2019 Nissan Altima 2.5 Platinum, 1-OWNER, SNOW TIRE PACKAGE",Used,"74,525",2019,All-wheel drive (AWD),Nissan,Automatic,Altima,Gasoline,Other,Sedan
"$30,400.00 ",2020 Volkswagen Tiguan Comfortline 2.0T 8sp at w/Tip 4M,Used,"55,010",2020,Other,Volkswagen,Automatic,Tiguan,Other,Black,"SUV, Crossover"
"$19,995.00 ",2018 Jeep Compass Trailhawk 4x4,Used,"164,001",2018,4 x 4,Jeep,Automatic,Compass,Other,Other,"SUV, Crossover"
"$29,995.00 ", 2021 Kia Forte EX,Used,"65,215",2021,Front-wheel drive (FWD),Kia,Automatic,Forte,Gasoline,Blue,"Minivan, Van"
0,2021 Volkswagen Tiguan HIGHLINE | CLEAN CARFAX | LOW KM,Used,"31,850",2021,All-wheel drive (AWD),Volkswagen,Automatic,Tiguan,Gasoline,Silver,"SUV, Crossover"
0, 2021 Jeep Grand Cherokee LIMITED | HEATED SEATS | NAVI | ADAPTI,Used,"46,160",2021,4 x 4,Jeep,Automatic,Grand Cherokee,Gasoline,White,"SUV, Crossover"
"$11,695.00 ", 2011 Ford Escape XLT - Cloth Seats,Used,"118,569",2011,Front-wheel drive (FWD),Ford,Automatic,Escape,Gasoline,Red,"SUV, Crossover"
"$49,944.00MSRP: $49,944.00", 2023 Ford Escape PHEV,New,0,2023,Front-wheel drive (FWD),Ford,Automatic,Escape,Hybrid-Electric,Grey,"SUV, Crossover"
"$3,800.00 ",2006Audi convertible A4 3.0 v6 647 5612425,Used,240,2006,,Audi,,A4,,,Convertible
"$51,995.00 ", 2022 Jeep Grand Cherokee LIMITED | NAVI | HEATED SEATS | REMOTE,Used,"20,916",2022,4 x 4,Jeep,Automatic,Grand Cherokee,Gasoline,Black,"SUV, Crossover"
0, 2023 Ram 1500 LIMITED | EVERY OPTION | RAM CARGO | SPLIT TAILGA,Used,"1,082",2023,4 x 4,Ram,Automatic,1500,Gasoline,White,Pickup Truck
"$3,500.00 ",Ford fx4,Used,"270,000",2006,4 x 4,Ford,Automatic,F-150,Gasoline,Grey,Pickup Truck
"$45,355.00MSRP: $45,355.00", 2024 Ford Bronco Sport Big Bend,New,0,2024,4 x 4,Ford,Automatic,Other,Gasoline,Beige,"SUV, Crossover"
"$78,515.00MSRP: $78,515.00", 2023 Ford F-150 Tremor,New,0,2023,4 x 4,Ford,Automatic,F-150,Gasoline,Grey,Pickup Truck
"$36,560.00MSRP: $36,560.00", 2024 Honda HR-V Sport-B,New,0,2024,All-wheel drive (AWD),Honda,Automatic,HR-V,Gasoline,Grey,"SUV, Crossover"
"$78,515.00MSRP: $78,515.00", 2023 Ford F-150 Tremor,New,0,2023,4 x 4,Ford,Automatic,F-150,Gasoline,Grey,Pickup Truck
"$72,535.00MSRP: $72,535.00", 2023 Ford F-150 XLT,New,0,2023,4 x 4,Ford,Automatic,F-150,Gasoline,Blue,Pickup Truck
"$25,850.00 ", 2021 Toyota Corolla LE | ACC | LaneDep | BSM | CarPlay | Safety,Used,"104,000",2021,Front-wheel drive (FWD),Toyota,Automatic,Corolla,Gasoline,Red,Sedan
0, 2022 Audi S3 Technik | QUATTRO | SUNROOF | NAVI | HEATED LEATHE,Used,"9,037",2022,All-wheel drive (AWD),Audi,Automatic,S3,Gasoline,White,Sedan
Please Contact,2010 FORD F-150 PLOW TRUCK,Used,"127,000",2010,4 x 4,Ford,Automatic,F-150,,,Pickup Truck
"$53,745.00MSRP: $53,745.00", 2024 Ford Edge ST Line,New,0,2024,All-wheel drive (AWD),Ford,Automatic,Edge,Gasoline,Black,"SUV, Crossover"
"$53,645.00MSRP: $53,645.00", 2024 Ford Edge ST Line,New,0,2024,All-wheel drive (AWD),Ford,Automatic,Edge,Gasoline,Blue,"SUV, Crossover"
"$23,950.00 ", 2019 Jeep Cherokee NORTH | 4x4 | Heated Seats | Heated Wheel,Used,"132,000",2019,4 x 4,Jeep,Automatic,Cherokee,Gasoline,Brown,"SUV, Crossover"
"$52,145.00MSRP: $52,145.00", 2024 Ford Edge SEL,New,0,2024,All-wheel drive (AWD),Ford,Automatic,Edge,Gasoline,White,"SUV, Crossover"
"$72,995.00 ", 2023 GMC Sierra 1500 Elevation,Used,"12,305",2023,4 x 4,GMC,Automatic,Sierra 1500,Gasoline,White,Pickup Truck
"$17,960.00 ",2012 FORD ECONOLINE E450 CUTAWAY-CUBE VAN***FULLY CERTIFIED* E45,Used,"208,353",2012,Other,Ford,,Other,Other,White,Other
"$11,995.00 ",2015 Chrysler 200,Used,"221,000",2015,Other,Chrysler,,200-Series,Other,Red,Sedan
"$64,394.00MSRP: $64,394.00", 2024 Cadillac XT5 AWD Premium Luxury,New,0,2024,All-wheel drive (AWD),Cadillac,Automatic,XT5,Gasoline,White,"SUV, Crossover"
"$13,995.00 ",2009 Chevrolet Silverado 1500 Extended cab,Used,"177,000",2009,Rear-wheel drive (RWD),Chevrolet,Automatic,Silverado 1500,Gasoline,Grey,Pickup Truck
"$10,999.00 ",2013 Ford Escape SE (#2248),Used,"199,417",2013,All-wheel drive (AWD),Ford,Automatic,Escape,Gasoline,White,"SUV, Crossover"
0, 2018 Land Rover Range Rover Evoque LANDMARK SPECIAL EDITION | P,Used,"72,055",2018,4 x 4,Land Rover,Automatic,Range Rover Evoque,Gasoline,Blue,"SUV, Crossover"
0, 2011 Nissan 370Z AUTO! TOURING! ROADSTER! CLEAN CARFAX!,Used,"93,754",2011,Rear-wheel drive (RWD),Nissan,Automatic,370Z,Gasoline,Grey,Coupe (2 door)
"$29,850.00 ", 2021 Toyota Camry SE | Leather | ACC | BSM | LaneDep | CarPlay,Used,"99,000",2021,Front-wheel drive (FWD),Toyota,Automatic,Camry,Gasoline,White,Sedan
"$61,587.00MSRP: $61,587.00", 2024 Honda Pilot TrailSport,New,0,2024,All-wheel drive (AWD),Honda,Automatic,Pilot,Gasoline,Red,"SUV, Crossover"
"$79,516.00MSRP: $82,155.00", 2023 Ford F-150 Lariat,New,0,2023,Other,Ford,Automatic,F-150,Other,Black,Other
"$34,950.00 ", 2021 Toyota RAV4 XLE | AWD | Sunroof | ACC | LaneDep | CarPlay,Used,"92,000",2021,All-wheel drive (AWD),Toyota,Automatic,RAV4,Gasoline,Grey,"SUV, Crossover"
"$26,944.00 ",2017 Volkswagen Golf Alltrack 1.8 TSI,Used,"109,589",2017,All-wheel drive (AWD),Volkswagen,Automatic,Golf,Gasoline,Blue,Wagon
"$14,590.00 ", 2019 Ford Escape SE 4WD,Used,"242,000",2019,4 x 4,Ford,Automatic,Escape,Gasoline,Other,"SUV, Crossover"
"$25,888.00 ",2020 Chevrolet Equinox LT,Used,"128,124",2020,All-wheel drive (AWD),Chevrolet,Automatic,Equinox,Gasoline,Red,"SUV, Crossover"
"$47,944.00 ",2020 Ford F-150 Lariat,Used,"134,796",2020,4 x 4,Ford,Automatic,F-150,Gasoline,Blue,Other
Please Contact,2018 Chevrolet Cruze LT Auto,Used,"123,614",2018,Front-wheel drive (FWD),Chevrolet,Automatic,Cruze,Gasoline,Black,Sedan
"$23,888.00 ",2019 Ford Escape SE | 4X4 | TOUCHSCREEN | SAFE & SMART PKG,Used,"94,621",2019,4 x 4,Ford,Automatic,Escape,Other,Green,Other
"$12,000.00 ",2017 FORD EXPLORER AWD POLICE INTERCEPTOR UTILITY,Used,"214,105",2017,All-wheel drive (AWD),Ford,Automatic,Explorer,Other,Black,"SUV, Crossover"
"$33,450.00 ", 2022 Honda Civic SPORT | Sunroof | ACC | LaneDep | BSM | CarPla,Used,"39,000",2022,Front-wheel drive (FWD),Honda,Automatic,Civic,Gasoline,Red,Sedan
"$32,888.00 ",2023 Nissan Sentra SR PREMIUM | LEATHER | SUNROOF | NAVIGATION,Used,174,2023,Front-wheel drive (FWD),Nissan,Automatic,Sentra,Other,Other,Sedan
"$30,188.00 ",2020 Volkswagen Jetta Highline Auto,Used,"74,300",2020,Front-wheel drive (FWD),Volkswagen,Automatic,Jetta,Other,White,Sedan
0,"2019 BMW 4 Series 430i xDrive w/ Rearview Cam, Bluetooth, Nav",Used,"97,377",2019,All-wheel drive (AWD),BMW,Automatic,4-Series,Other,Grey,Coupe (2 door)
"$22,961.00 ", 2016 Toyota Prius HYBRID | CAMERA | TOUCHSCREEN | XENONS,Used,"116,182",2016,Front-wheel drive (FWD),Toyota,Automatic,Prius,Hybrid-Electric,White,Sedan
"$28,488.00 ", 2019 Honda Accord Sedan Sport 2.0,Used,"108,654",2019,Front-wheel drive (FWD),Honda,Automatic,Accord,Gasoline,Silver,Sedan
"$44,657.00 ",2022 Ford Edge SEL - MOONROOF / REVERSE SENSORS,Used,"30,516",2022,All-wheel drive (AWD),Ford,Automatic,Edge,Gasoline,Silver,"SUV, Crossover"
"$16,998.00 ",2013 Toyota RAV4 XLE,Used,"185,879",2013,All-wheel drive (AWD),Toyota,Automatic,RAV4,Gasoline,Black,"SUV, Crossover"
"$14,590.00 ", 2019 Ford Escape SE 4WD,Used,"242,000",2019,4 x 4,Ford,Automatic,Escape,Gasoline,Other,"SUV, Crossover"
"$25,888.00 ",2020 Chevrolet Equinox LT,Used,"128,124",2020,All-wheel drive (AWD),Chevrolet,Automatic,Equinox,Gasoline,Red,"SUV, Crossover"
"$47,944.00 ",2020 Ford F-150 Lariat,Used,"134,796",2020,4 x 4,Ford,Automatic,F-150,Gasoline,Blue,Other
Please Contact,2018 Chevrolet Cruze LT Auto,Used,"123,614",2018,Front-wheel drive (FWD),Chevrolet,Automatic,Cruze,Gasoline,Black,Sedan
"$23,888.00 ",2019 Ford Escape SE | 4X4 | TOUCHSCREEN | SAFE & SMART PKG,Used,"94,621",2019,4 x 4,Ford,Automatic,Escape,Other,Green,Other
"$12,000.00 ",2017 FORD EXPLORER AWD POLICE INTERCEPTOR UTILITY,Used,"214,105",2017,All-wheel drive (AWD),Ford,Automatic,Explorer,Other,Black,"SUV, Crossover"
"$23,795.00 ", 2019 Buick Encore SPORT TOURING,Used,"60,051",2019,Front-wheel drive (FWD),Buick,,Encore,Gasoline,Grey,Wagon
"$27,895.00 ", 2019 Jeep Cherokee Trailhawk,Used,"116,647",2019,4 x 4,Jeep,Automatic,Cherokee,Other,Black,Wagon
"$33,450.00 ", 2022 Honda Civic SPORT | Sunroof | ACC | LaneDep | BSM | CarPla,Used,"39,000",2022,Front-wheel drive (FWD),Honda,Automatic,Civic,Gasoline,Red,Sedan
"$32,888.00 ",2023 Nissan Sentra SR PREMIUM | LEATHER | SUNROOF | NAVIGATION,Used,174,2023,Front-wheel drive (FWD),Nissan,Automatic,Sentra,Other,Other,Sedan
"$27,950.00 ", 2022 Toyota Corolla LE | ACC | LaneDep | BSM | CarPlay | Safety,Used,"73,000",2022,Front-wheel drive (FWD),Toyota,Automatic,Corolla,Gasoline,Silver,Sedan
"$34,450.00 ", 2020 Honda CR-V TOURING | AWD | Nav | Leather | Panoroof | CarP,Used,"95,000",2020,All-wheel drive (AWD),Honda,Automatic,CR-V,Gasoline,Grey,"SUV, Crossover"
"$23,950.00 ", 2019 Honda Civic LX | ACC | LaneKeep | Honda Sensing | CarPlay,Used,"75,000",2019,Front-wheel drive (FWD),Honda,Automatic,Civic,Gasoline,Grey,Sedan
"$31,598.00 ",2022 Honda Civic EX,Used,"15,539",2022,Front-wheel drive (FWD),Honda,,Civic,Other,Blue,Sedan
"$37,995.00 ","2020 Ford Edge ST ST, Moonroof, Nav, One Owner!!",Used,"68,657",2020,All-wheel drive (AWD),Ford,Automatic,Edge,Gasoline,Black,"SUV, Crossover"
"$25,450.00 ", 2021 Hyundai Elantra PREFERRED | LaneKeep | BSM | CarPlay | Bac,Used,"46,000",2021,Front-wheel drive (FWD),Hyundai,Automatic,Elantra,Gasoline,White,Sedan
"$27,850.00 ", 2020 Ford Escape SEL | AWD | Nav | Leather | ACC | BSM,Used,"113,000",2020,All-wheel drive (AWD),Ford,Automatic,Escape,Gasoline,White,"SUV, Crossover"
"$25,450.00 ", 2020 Toyota Corolla LE | ACC | LaneDep | BSM | CarPlay | Heated,Used,"54,000",2020,Front-wheel drive (FWD),Toyota,Automatic,Corolla,Gasoline,Blue,Sedan
"$73,298.00MSRP: $73,298.00",2024 Chevrolet Blazer EV,New,0,2024,All-wheel drive (AWD),Chevrolet,Automatic,Other,Hybrid-Electric,Black,"SUV, Crossover"
"$28,950.00 ", 2019 Honda CR-V EX | AWD | Sunroof | ACC | LaneKeep | CarPlay,Used,"92,000",2019,All-wheel drive (AWD),Honda,Automatic,CR-V,Gasoline,Grey,"SUV, Crossover"
"$34,850.00 ", 2021 Volkswagen Tiguan HIGHLINE | 4MOTION | Pano roof | Digital,Used,"95,000",2021,All-wheel drive (AWD),Volkswagen,Automatic,Tiguan,Gasoline,Black,"SUV, Crossover"
"$26,850.00 ", 2020 Hyundai Tucson PREFERRED | HTRAC | BSM | Heated Seats | Ca,Used,"83,000",2020,All-wheel drive (AWD),Hyundai,Automatic,Tucson,Gasoline,White,"SUV, Crossover"
"$28,850.00 ", 2018 Volkswagen Tiguan HIGHLINE | 4MOTION | Leather | Pano | Na,Used,"94,000",2018,All-wheel drive (AWD),Volkswagen,Automatic,Tiguan,Gasoline,Black,"SUV, Crossover"
"$21,950.00 ", 2020 Hyundai Elantra PREFERRED | BSM | Heated Steering | CarPla,Used,"78,000",2020,Front-wheel drive (FWD),Hyundai,Automatic,Elantra,Gasoline,Grey,Sedan
Please Contact,2016 Dodge Grand Caravan Canada Value Package,Used,"43,565",2016,Front-wheel drive (FWD),Dodge,Automatic,Grand Caravan,Other,White,Other
"$29,950.00 ", 2019 Toyota RAV4 LE | AWD | ACC | BSM | LaneDep | CarPlay,Used,"97,000",2019,All-wheel drive (AWD),Toyota,Automatic,RAV4,Gasoline,White,"SUV, Crossover"
"$34,850.00 ", 2022 Honda Civic SPORT TOURING | Hatchback | Nav | Digital Dash,Used,"79,000",2022,Front-wheel drive (FWD),Honda,Automatic,Civic,Gasoline,Purple,Sedan
"$92,216.95MSRP: $92,216.95", 2024 GMC Sierra 1500 CREW AT4 4WD,New,0,2024,Other,GMC,Automatic,Sierra 1500,Gasoline,Black,Pickup Truck
"$28,950.00 ", 2020 Honda HR-V Touring | AWD | Nav | Leather | Sunroof | ACC,Used,"98,000",2020,All-wheel drive (AWD),Honda,Automatic,HR-V,Gasoline,Black,"SUV, Crossover"
"$24,450.00 ", 2021 Hyundai Elantra Preferred | ACC | BSM | Lane Keep | CarPla,Used,"102,000",2021,Front-wheel drive (FWD),Hyundai,Automatic,Elantra,Gasoline,White,Sedan
"$59,707.00MSRP: $70,243.00",2023 Ram 1500 Classic Warlock | Heated Seats/Wheel | Nav,New,0,2023,4 x 4,Ram,Automatic,1500 Classic,Gasoline,White,Pickup Truck
"$29,950.00 ", 2019 Acura TLX TECH | SH-AWD | Nav | Leather | Sunroof | BSM,Used,"108,000",2019,All-wheel drive (AWD),Acura,Automatic,TLX,Gasoline,Grey,Sedan
"$26,888.00 ",2021 Nissan Qashqai,Used,"81,891",2021,All-wheel drive (AWD),Nissan,Automatic,Qashqai,Other,Grey,Other
"$28,950.00 ", 2021 Hyundai Tucson PREFERRED | HTRAC | BSM | CarPlay | HeatedS,Used,"88,000",2021,All-wheel drive (AWD),Hyundai,Automatic,Tucson,Gasoline,Black,"SUV, Crossover"
"$17,487.00 ",2016 Honda Fit LX | NO ACCIDENTS | WINTER WHEELS,Used,"130,939",2016,Front-wheel drive (FWD),Honda,Automatic,Fit,Gasoline,Red,Wagon
"$58,888.00 ",2024 Nissan Pathfinder,Used,111,2024,4 x 4,Nissan,Automatic,Pathfinder,Other,Beige,Other
"$32,450.00 ", 2020 Toyota RAV4 LE | AWD | ACC | BSM | LaneKeep | SafetySense,Used,"86,000",2020,All-wheel drive (AWD),Toyota,Automatic,RAV4,Gasoline,Grey,"SUV, Crossover"
0,2022 Jeep Cherokee Altitude | Nappa Leather | Nav | Pano Roof,New,0,2022,4 x 4,Jeep,Automatic,Cherokee,Gasoline,Black,"SUV, Crossover"
"$25,950.00 ", 2018 Honda Accord LX | ACC | LaneDep | Heated Steering | CarPla,Used,"75,000",2018,Front-wheel drive (FWD),Honda,Automatic,Accord,Gasoline,White,Sedan
"$22,450.00 ", 2019 Mazda MAZDA3 GX | BSM | Brake Assist | Heated Seats | CarP,Used,"103,000",2019,Front-wheel drive (FWD),Mazda,Automatic,3,Gasoline,Blue,Sedan
0,"2017 Hyundai Tucson SE w/ Bluetooth, Backup Cam, Sunroof",Used,"84,739",2017,All-wheel drive (AWD),Hyundai,Automatic,Tucson,Other,Grey,"SUV, Crossover"
0,2023 Honda CR-V Sport | Sunroof | Blindspot | Carplay,Used,"3,187",2023,All-wheel drive (AWD),Honda,Automatic,CR-V,Gasoline,Grey,"SUV, Crossover"
"$19,900.00 ", 2020 Ford Escape SE*FWD*1.5L*REV CAM!!*,Used,"195,000",2020,Front-wheel drive (FWD),Ford,Automatic,Escape,Gasoline,Blue,"SUV, Crossover"
"$34,994.00 ",2019 Honda CR-V TOURING | CLEAN CARFAX | HONDA CERTIFIED,Used,"30,249",2019,All-wheel drive (AWD),Honda,Automatic,CR-V,Gasoline,Black,"SUV, Crossover"
"$22,500.00 ",2019 Honda Civic EX,Used,"138,347",2019,Front-wheel drive (FWD),Honda,Automatic,Civic,Gasoline,Blue,Sedan
"$35,998.00 ","2020 Kia Niro EV SX Touring - Navigation, Leather, Sunroof",Used,"64,000",2020,Front-wheel drive (FWD),Kia,Automatic,Niro EV,Electric,White,"SUV, Crossover"
"$21,950.00 ", 2020 Hyundai Elantra PREFERRED | BSM | Heated Steering | CarPla,Used,"78,000",2020,Front-wheel drive (FWD),Hyundai,Automatic,Elantra,Gasoline,Grey,Sedan
Please Contact,2016 Dodge Grand Caravan Canada Value Package,Used,"43,565",2016,Front-wheel drive (FWD),Dodge,Automatic,Grand Caravan,Other,White,Other
"$29,950.00 ", 2019 Toyota RAV4 LE | AWD | ACC | BSM | LaneDep | CarPlay,Used,"97,000",2019,All-wheel drive (AWD),Toyota,Automatic,RAV4,Gasoline,White,"SUV, Crossover"
"$34,850.00 ", 2022 Honda Civic SPORT TOURING | Hatchback | Nav | Digital Dash,Used,"79,000",2022,Front-wheel drive (FWD),Honda,Automatic,Civic,Gasoline,Purple,Sedan
"$92,216.95MSRP: $92,216.95", 2024 GMC Sierra 1500 CREW AT4 4WD,New,0,2024,Other,GMC,Automatic,Sierra 1500,Gasoline,Black,Pickup Truck
"$28,950.00 ", 2020 Honda HR-V Touring | AWD | Nav | Leather | Sunroof | ACC,Used,"98,000",2020,All-wheel drive (AWD),Honda,Automatic,HR-V,Gasoline,Black,"SUV, Crossover"
"$24,450.00 ", 2021 Hyundai Elantra Preferred | ACC | BSM | Lane Keep | CarPla,Used,"102,000",2021,Front-wheel drive (FWD),Hyundai,Automatic,Elantra,Gasoline,White,Sedan
"$59,707.00MSRP: $70,243.00",2023 Ram 1500 Classic Warlock | Heated Seats/Wheel | Nav,New,0,2023,4 x 4,Ram,Automatic,1500 Classic,Gasoline,White,Pickup Truck
"$29,950.00 ", 2019 Acura TLX TECH | SH-AWD | Nav | Leather | Sunroof | BSM,Used,"108,000",2019,All-wheel drive (AWD),Acura,Automatic,TLX,Gasoline,Grey,Sedan
"$26,888.00 ",2021 Nissan Qashqai,Used,"81,891",2021,All-wheel drive (AWD),Nissan,Automatic,Qashqai,Other,Grey,Other
"$28,950.00 ", 2021 Hyundai Tucson PREFERRED | HTRAC | BSM | CarPlay | HeatedS,Used,"88,000",2021,All-wheel drive (AWD),Hyundai,Automatic,Tucson,Gasoline,Black,"SUV, Crossover"
"$17,487.00 ",2016 Honda Fit LX | NO ACCIDENTS | WINTER WHEELS,Used,"130,939",2016,Front-wheel drive (FWD),Honda,Automatic,Fit,Gasoline,Red,Wagon
"$58,888.00 ",2024 Nissan Pathfinder,Used,111,2024,4 x 4,Nissan,Automatic,Pathfinder,Other,Beige,Other
"$32,450.00 ", 2020 Toyota RAV4 LE | AWD | ACC | BSM | LaneKeep | SafetySense,Used,"86,000",2020,All-wheel drive (AWD),Toyota,Automatic,RAV4,Gasoline,Grey,"SUV, Crossover"
0,2022 Jeep Cherokee Altitude | Nappa Leather | Nav | Pano Roof,New,0,2022,4 x 4,Jeep,Automatic,Cherokee,Gasoline,Black,"SUV, Crossover"
"$25,950.00 ", 2018 Honda Accord LX | ACC | LaneDep | Heated Steering | CarPla,Used,"75,000",2018,Front-wheel drive (FWD),Honda,Automatic,Accord,Gasoline,White,Sedan
"$22,450.00 ", 2019 Mazda MAZDA3 GX | BSM | Brake Assist | Heated Seats | CarP,Used,"103,000",2019,Front-wheel drive (FWD),Mazda,Automatic,3,Gasoline,Blue,Sedan
